Order ID,Order Date,ProductID,Quantity Ordered,customer_id,time_id
187559,4/1/2019 9:12,16,1,69,58
176743,4/1/2019 9:17,52,1,63,59
177668,4/1/2019 9:20,18,1,8,60
185014,4/1/2019 9:22,81,1,55,61
185539,4/1/2019 9:25,46,1,42,62
181460,4/1/2019 9:26,50,1,78,63
178715,4/1/2019 9:28,56,1,79,64
182961,4/1/2019 9:31,85,2,7,65
188101,4/1/2019 9:32,23,1,38,66
192261,4/1/2019 9:35,82,1,3,67
248153,4/1/2019 9:39,67,1,31,68
248154,4/1/2019 9:39,68,1,16,69
177739,4/1/2019 9:39,71,1,86,70
182763,4/1/2019 9:43,45,1,35,71
189144,4/1/2019 9:43,5,1,68,72
182639,4/1/2019 9:43,46,1,52,73
189504,4/1/2019 9:46,57,1,54,74
179454,4/1/2019 9:48,80,1,29,75
185223,4/1/2019 9:52,34,1,8,76
185279,4/1/2019 9:52,96,1,25,77
187068,4/1/2019 9:56,61,1,80,78
181734,4/1/2019 9:56,30,1,19,79
185601,4/1/2019 9:58,65,1,98,80
185606,4/1/2019 9:59,94,1,88,81
189474,4/1/2019 10:00,71,1,15,82
186785,4/1/2019 10:00,45,1,78,83
189314,4/1/2019 10:02,4,1,83,84
188230,4/1/2019 10:05,35,1,54,85
190973,4/1/2019 10:08,12,1,72,86
178217,4/1/2019 10:09,93,5,3,87
189489,4/1/2019 10:12,43,1,52,88
177868,4/1/2019 10:17,42,1,4,89
248155,4/1/2019 10:17,24,1,69,90
248156,4/1/2019 10:17,15,1,7,91
185041,4/1/2019 10:18,31,1,26,92
188618,4/1/2019 10:18,47,1,7,93
177554,4/1/2019 10:21,17,1,20,94
180356,4/1/2019 10:22,96,1,67,95
190846,4/1/2019 10:23,65,1,81,96
189674,4/1/2019 10:23,87,2,72,97
177316,4/1/2019 10:25,33,1,63,98
193252,4/1/2019 10:26,18,1,24,99
187689,4/1/2019 10:27,43,1,13,100
248157,4/1/2019 10:31,34,1,100,101
248158,4/1/2019 10:31,63,1,51,102
184559,4/1/2019 10:34,25,1,98,103
184275,4/1/2019 10:34,27,1,88,104
183505,4/1/2019 10:35,31,1,49,105
248159,4/1/2019 10:36,25,1,25,106
193619,4/1/2019 10:36,37,1,6,107
188522,4/1/2019 10:36,24,1,15,108
248160,4/1/2019 10:36,25,1,48,109
181183,4/1/2019 10:39,90,2,59,110
183899,4/1/2019 10:40,100,1,33,111
186439,4/1/2019 10:41,87,1,7,112
181718,4/1/2019 10:42,75,1,42,113
189887,4/1/2019 10:43,99,2,49,114
185962,4/1/2019 10:48,12,1,91,115
182408,4/1/2019 10:48,63,1,93,116
180517,4/1/2019 10:48,84,1,33,117
188365,4/1/2019 10:51,94,1,1,118
188515,4/1/2019 10:51,3,1,61,119
177881,4/1/2019 10:52,98,1,92,120
176722,4/1/2019 10:57,63,1,37,121
193989,4/1/2019 10:57,19,2,78,122
191809,4/1/2019 10:57,96,1,61,123
177513,4/1/2019 11:00,46,1,41,124
186696,4/1/2019 11:01,84,1,53,125
186047,4/1/2019 11:04,30,2,16,126
189776,4/1/2019 11:04,73,1,33,127
180818,4/1/2019 11:05,42,1,13,128
179717,4/1/2019 11:09,37,1,6,129
189210,4/1/2019 11:11,57,1,55,130
191691,4/1/2019 11:17,92,1,95,131
177611,4/1/2019 11:19,71,1,11,132
178104,4/1/2019 11:20,92,1,52,133
189793,4/1/2019 11:20,19,1,67,134
186159,4/1/2019 11:21,84,1,42,135
182801,4/1/2019 11:21,4,1,56,136
182520,4/1/2019 11:24,37,2,7,137
181965,4/1/2019 11:25,12,2,65,138
191161,4/1/2019 11:26,24,3,52,139
185581,4/1/2019 11:28,28,1,8,140
178175,4/1/2019 11:28,28,1,90,141
181903,4/1/2019 11:28,52,2,4,142
176981,4/1/2019 11:29,21,1,58,143
192349,4/1/2019 11:29,45,1,92,144
193698,4/1/2019 11:30,84,1,71,145
190434,4/1/2019 11:30,88,1,35,146
193611,4/1/2019 11:30,100,1,56,147
190624,4/1/2019 11:36,95,1,9,148
177176,4/1/2019 11:36,42,1,72,149
193679,4/1/2019 11:37,37,1,42,150
190878,4/1/2019 11:38,62,1,56,151
181423,4/1/2019 11:42,36,1,33,152
181915,4/1/2019 11:42,64,1,80,153
182214,4/1/2019 11:43,55,1,36,154
193641,4/1/2019 11:46,89,1,39,155
248161,4/1/2019 11:49,59,1,98,156
248162,4/1/2019 11:49,83,1,58,157
193201,4/1/2019 11:50,90,1,38,158
176677,4/1/2019 11:50,64,1,44,159
189487,4/1/2019 11:50,53,1,33,160
187787,4/1/2019 11:52,54,1,13,161
182939,4/1/2019 11:53,17,1,20,162
191865,4/1/2019 11:58,100,1,86,163
181761,4/1/2019 11:58,46,2,57,164
180015,4/1/2019 11:59,76,1,63,165
30308,4/1/2019 12:00,101,1,61,166
183225,4/1/2019 12:02,10,1,12,167
181666,4/1/2019 12:05,76,1,18,168
191850,4/1/2019 12:06,83,1,88,169
188166,4/1/2019 12:06,54,1,62,170
179762,4/1/2019 12:12,68,1,82,171
193015,4/1/2019 12:13,68,1,29,172
179337,4/1/2019 12:15,101,1,77,173
191245,4/1/2019 12:18,22,1,15,174
184190,4/1/2019 12:21,19,1,96,175
190874,4/1/2019 12:21,74,2,70,176
181491,4/1/2019 12:23,41,1,56,177
190187,4/1/2019 12:24,87,1,33,178
179582,4/1/2019 12:24,12,1,62,179
181824,4/1/2019 12:30,41,1,80,180
184718,4/1/2019 12:30,45,3,54,181
180171,4/1/2019 12:31,9,1,95,182
183110,4/1/2019 12:31,33,1,65,183
248163,4/1/2019 12:32,70,1,80,184
248164,4/1/2019 12:32,95,1,53,185
193409,4/1/2019 12:32,12,1,11,186
193991,4/1/2019 12:33,38,1,42,187
191385,4/1/2019 12:34,78,1,91,188
190362,4/1/2019 12:35,92,1,80,189
180621,4/1/2019 12:37,88,1,99,190
177937,4/1/2019 12:39,1,1,81,191
184701,4/1/2019 12:42,64,2,45,192
187745,4/1/2019 12:42,89,1,90,193
192957,4/1/2019 12:45,23,1,51,194
185859,4/1/2019 12:45,34,1,18,195
182101,4/1/2019 12:45,58,1,37,196
185530,4/1/2019 12:47,67,1,4,197
189686,4/1/2019 12:50,11,1,42,198
180192,4/1/2019 12:55,46,1,69,199
179192,4/1/2019 12:57,64,3,65,200
176887,4/1/2019 12:59,93,1,26,201
184381,4/1/2019 13:01,64,1,26,202
191618,4/1/2019 13:01,49,1,78,203
248165,4/1/2019 13:02,29,1,18,204
248166,4/1/2019 13:02,90,1,51,205
248167,4/1/2019 13:03,40,1,99,206
248168,4/1/2019 13:03,53,1,81,207
180862,4/1/2019 13:06,15,1,54,208
191146,4/1/2019 13:10,80,1,4,209
188241,4/1/2019 13:10,42,3,28,210
182404,4/1/2019 13:10,54,1,40,211
190939,4/1/2019 13:11,84,1,35,212
177072,4/1/2019 13:11,87,1,9,213
178384,4/1/2019 13:12,26,2,84,214
191020,4/1/2019 13:13,10,1,69,215
248169,4/1/2019 13:13,19,1,98,216
248170,4/1/2019 13:13,40,1,5,217
248171,4/1/2019 13:13,55,1,91,218
181017,4/1/2019 13:14,53,1,67,219
181304,4/1/2019 13:14,34,1,15,220
183748,4/1/2019 13:16,58,2,33,221
182967,4/1/2019 13:18,72,1,87,222
193541,4/1/2019 13:19,51,2,11,223
192070,4/1/2019 13:19,70,1,39,224
182875,4/1/2019 13:22,8,1,30,225
181731,4/1/2019 13:22,11,1,38,226
183521,4/1/2019 13:22,88,1,13,227
182124,4/1/2019 13:24,82,1,35,228
194002,4/1/2019 13:26,95,1,97,229
177235,4/1/2019 13:27,14,2,69,230
189685,4/1/2019 13:28,71,1,66,231
187028,4/1/2019 13:31,28,2,36,232
192161,4/1/2019 13:32,90,1,8,233
183699,4/1/2019 13:33,72,1,95,234
190830,4/1/2019 13:35,24,1,79,235
189979,4/1/2019 13:35,48,1,87,236
177516,4/1/2019 13:35,21,1,31,237
190162,4/1/2019 13:37,62,1,56,238
184560,4/1/2019 13:38,11,1,38,239
178621,4/1/2019 13:43,68,1,87,240
183820,4/1/2019 13:44,64,1,56,241
183384,4/1/2019 13:45,88,1,83,242
187148,4/1/2019 13:47,14,2,12,243
184303,4/1/2019 13:47,43,1,75,244
190157,4/1/2019 13:48,30,1,15,245
179714,4/1/2019 13:48,91,1,93,246
193633,4/1/2019 13:51,41,1,95,247
180843,4/1/2019 13:51,60,3,57,248
192708,4/1/2019 13:51,69,1,97,249
192532,4/1/2019 13:54,16,1,77,250
192575,4/1/2019 13:57,94,1,56,251
184048,4/1/2019 13:59,31,1,33,252
181447,4/1/2019 14:00,77,1,82,253
178642,4/1/2019 14:02,42,1,70,254
180949,4/1/2019 14:04,85,1,81,255
181396,4/1/2019 14:05,80,1,68,256
193227,4/1/2019 14:05,45,1,81,257
189677,4/1/2019 14:06,27,1,48,258
179406,4/1/2019 14:06,36,1,40,259
248172,4/1/2019 14:07,21,1,59,260
248173,4/1/2019 14:07,97,1,2,261
182121,4/1/2019 14:07,41,1,32,262
188539,4/1/2019 14:08,56,1,52,263
188768,4/1/2019 14:09,40,1,32,264
179926,4/1/2019 14:10,99,1,57,265
187297,4/1/2019 14:15,60,1,26,266
188797,4/1/2019 14:17,51,1,76,267
191558,4/1/2019 14:19,88,1,9,268
185157,4/1/2019 14:21,13,1,38,269
178863,4/1/2019 14:21,37,1,18,270
187443,4/1/2019 14:25,53,1,17,271
184027,4/1/2019 14:28,99,1,36,272
185656,4/1/2019 14:29,39,1,61,273
184482,4/1/2019 14:35,56,1,13,274
185353,4/1/2019 14:36,83,2,2,275
179206,4/1/2019 14:39,88,1,84,276
193281,4/1/2019 14:49,90,1,98,277
193366,4/1/2019 14:51,59,1,62,278
183101,4/1/2019 14:53,55,1,83,279
190163,4/1/2019 14:53,87,1,93,280
185253,4/1/2019 14:55,97,1,45,281
178239,4/1/2019 14:57,76,1,20,282
192035,4/1/2019 14:57,75,1,31,283
182256,4/1/2019 14:58,13,1,100,284
179585,4/1/2019 14:59,89,1,36,285
179331,4/1/2019 15:08,1,1,69,286
191936,4/1/2019 15:10,66,1,52,287
187826,4/1/2019 15:10,58,1,78,288
191581,4/1/2019 15:11,15,1,61,289
180023,4/1/2019 15:16,61,3,72,290
192413,4/1/2019 15:18,93,1,48,291
180287,4/1/2019 15:21,97,1,23,292
185468,4/1/2019 15:22,94,1,40,293
188424,4/1/2019 15:23,96,3,57,294
184481,4/1/2019 15:27,12,2,74,295
187186,4/1/2019 15:29,4,1,94,296
190715,4/1/2019 15:29,46,1,80,297
190107,4/1/2019 15:33,94,1,41,298
190118,4/1/2019 15:33,88,1,19,299
184967,4/1/2019 15:34,49,1,97,300
190946,4/1/2019 15:38,73,1,61,301
183864,4/1/2019 15:39,67,1,95,302
193289,4/1/2019 15:50,95,1,38,303
248174,4/1/2019 15:50,9,1,13,304
248175,4/1/2019 15:50,65,1,8,305
176914,4/1/2019 15:54,1,1,40,306
248176,4/1/2019 15:55,15,2,23,307
248177,4/1/2019 15:55,73,2,82,308
189955,4/1/2019 15:55,98,1,28,309
186931,4/1/2019 15:59,54,2,57,310
177073,4/1/2019 15:59,2,3,10,311
179029,4/1/2019 16:01,67,1,51,312
181642,4/1/2019 16:02,7,4,20,313
189668,4/1/2019 16:03,52,1,20,314
191236,4/1/2019 16:03,69,1,35,315
182641,4/1/2019 16:05,44,1,3,316
188594,4/1/2019 16:05,10,1,48,317
178126,4/1/2019 16:09,55,1,83,318
182814,4/1/2019 16:09,10,1,21,319
191445,4/1/2019 16:11,97,1,14,320
182644,4/1/2019 16:13,29,1,42,321
179748,4/1/2019 16:14,68,1,1,322
177671,4/1/2019 16:14,22,1,9,323
193206,4/1/2019 16:14,81,1,20,324
187572,4/1/2019 16:15,31,1,98,325
181133,4/1/2019 16:16,51,1,1,326
188468,4/1/2019 16:17,31,1,43,327
186974,4/1/2019 16:23,2,1,59,328
248178,4/1/2019 16:29,27,2,12,329
248179,4/1/2019 16:29,54,1,60,330
181215,4/1/2019 16:32,96,1,22,331
190361,4/1/2019 16:35,62,1,80,332
183789,4/1/2019 16:35,47,1,98,333
193260,4/1/2019 16:37,19,1,22,334
192565,4/1/2019 16:37,97,1,68,335
179899,4/1/2019 16:40,18,1,6,336
188674,4/1/2019 16:41,32,1,52,337
185769,4/1/2019 16:47,36,2,49,338
184452,4/1/2019 16:48,99,1,8,339
190282,4/1/2019 16:48,15,1,100,340
248180,4/1/2019 16:49,48,1,64,341
193699,4/1/2019 16:49,19,1,87,342
248181,4/1/2019 16:49,101,1,56,343
188473,4/1/2019 16:52,65,1,87,344
180105,4/1/2019 17:02,50,1,44,345
185121,4/1/2019 17:02,42,1,99,346
248182,4/1/2019 17:07,66,1,8,347
248183,4/1/2019 17:07,23,1,63,348
186264,4/1/2019 17:08,44,1,84,349
177106,4/1/2019 17:10,49,1,25,350
188854,4/1/2019 17:11,33,1,97,351
185031,4/1/2019 17:14,6,1,62,352
184639,4/1/2019 17:15,10,1,97,353
192602,4/1/2019 17:18,1,1,11,354
179579,4/1/2019 17:18,100,1,95,355
185500,4/1/2019 17:22,14,1,72,356
187224,4/1/2019 17:24,38,1,31,357
186322,4/1/2019 17:27,19,1,28,358
190760,4/1/2019 17:29,97,1,24,359
184403,4/1/2019 17:29,70,1,58,360
179305,4/1/2019 17:29,35,2,63,361
179110,4/1/2019 17:30,69,1,70,362
179504,4/1/2019 17:31,86,1,23,363
184882,4/1/2019 17:32,79,1,59,364
180385,4/1/2019 17:32,32,1,51,365
187506,4/1/2019 17:33,23,2,84,366
192633,4/1/2019 17:34,41,1,75,367
185303,4/1/2019 17:34,77,1,12,368
177658,4/1/2019 17:35,80,1,73,369
185677,4/1/2019 17:37,48,1,61,370
182292,4/1/2019 17:41,98,2,72,371
187641,4/1/2019 17:42,66,1,2,372
191050,4/1/2019 17:43,43,1,71,373
181360,4/1/2019 17:43,32,1,68,374
180088,4/1/2019 17:45,2,1,64,375
193064,4/1/2019 17:46,1,1,52,376
190650,4/1/2019 17:53,35,1,61,377
185030,4/1/2019 18:05,21,1,69,378
182664,4/1/2019 18:05,96,1,41,379
178613,4/1/2019 18:06,61,1,27,380
186562,4/1/2019 18:08,91,1,70,381
188639,4/1/2019 18:12,64,1,22,382
189503,4/1/2019 18:12,20,1,3,383
190325,4/1/2019 18:17,85,1,82,384
191327,4/1/2019 18:17,87,1,75,385
180708,4/1/2019 18:17,57,1,28,386
183108,4/1/2019 18:17,80,1,54,387
189066,4/1/2019 18:18,50,1,34,388
187714,4/1/2019 18:22,83,1,35,389
187325,4/1/2019 18:25,29,1,96,390
188666,4/1/2019 18:29,35,1,22,391
192610,4/1/2019 18:29,68,2,96,392
180587,4/1/2019 18:30,63,1,57,393
188621,4/1/2019 18:30,5,1,35,394
187783,4/1/2019 18:31,100,1,100,395
190284,4/1/2019 18:33,12,1,98,396
181960,4/1/2019 18:37,77,1,45,397
193677,4/1/2019 18:38,92,1,85,398
186738,4/1/2019 18:38,61,1,1,399
180781,4/1/2019 18:40,3,1,84,400
190492,4/1/2019 18:44,39,1,13,401
190798,4/1/2019 18:44,62,2,48,402
193269,4/1/2019 18:48,25,1,66,403
189150,4/1/2019 18:50,16,1,70,404
192903,4/1/2019 18:50,18,1,66,405
193639,4/1/2019 18:54,94,1,21,406
189812,4/1/2019 18:55,15,1,85,407
187098,4/1/2019 18:57,44,1,91,408
186086,4/1/2019 18:58,11,1,17,409
183362,4/1/2019 19:03,16,1,87,410
192000,4/1/2019 19:03,14,1,93,411
178594,4/1/2019 19:08,91,1,16,412
180320,4/1/2019 19:09,41,1,24,413
192176,4/1/2019 19:09,32,3,85,414
192865,4/1/2019 19:11,9,1,13,415
181011,4/1/2019 19:11,45,1,74,416
180518,4/1/2019 19:13,54,1,3,417
177994,4/1/2019 19:15,58,1,24,418
248184,4/1/2019 19:19,36,1,39,419
186180,4/1/2019 19:19,52,1,1,420
248185,4/1/2019 19:19,83,1,29,421
179681,4/1/2019 19:20,43,2,86,422
248186,4/1/2019 19:21,95,1,98,423
248187,4/1/2019 19:21,17,1,94,424
186782,4/1/2019 19:23,82,1,54,425
179518,4/1/2019 19:23,94,1,46,426
190031,4/1/2019 19:25,41,1,59,427
189276,4/1/2019 19:26,80,1,55,428
184532,4/1/2019 19:28,17,1,42,429
182816,4/1/2019 19:28,78,1,77,430
185588,4/1/2019 19:28,10,1,20,431
187099,4/1/2019 19:28,85,1,71,432
192023,4/1/2019 19:31,9,1,22,433
186029,4/1/2019 19:36,73,1,47,434
248188,4/1/2019 19:36,62,1,98,435
192409,4/1/2019 19:36,26,1,20,436
248189,4/1/2019 19:36,3,1,4,437
191568,4/1/2019 19:38,63,1,78,438
192979,4/1/2019 19:42,90,1,62,439
182505,4/1/2019 19:43,7,3,96,440
177951,1819-04-01 12:00:00,92,1,27,1
183322,4/1/2019 19:45,18,1,76,441
182946,4/1/2019 19:45,13,1,85,442
179308,4/1/2019 19:47,7,2,86,443
178656,4/1/2019 19:47,93,1,32,444
248190,4/1/2019 19:48,49,1,56,445
248191,4/1/2019 19:48,101,1,50,446
193675,4/1/2019 19:49,14,2,29,447
191390,4/1/2019 19:49,79,1,70,448
179584,4/1/2019 19:50,86,1,43,449
185789,4/1/2019 19:51,90,1,46,450
184402,4/1/2019 19:53,64,1,44,451
180230,4/1/2019 19:53,87,1,78,452
188409,4/1/2019 19:54,90,1,27,453
178936,4/1/2019 19:54,92,1,36,454
185234,4/1/2019 19:56,87,3,17,455
185540,4/1/2019 19:57,83,2,74,456
191628,4/1/2019 19:58,14,3,2,457
183572,4/1/2019 19:59,93,1,7,458
188252,4/1/2019 20:00,27,1,47,459
180849,4/1/2019 20:01,51,1,70,460
177773,4/1/2019 20:03,2,1,80,461
181418,4/1/2019 20:06,54,1,39,462
192573,4/1/2019 20:08,30,1,20,463
184188,4/1/2019 20:10,51,1,11,464
184314,4/1/2019 20:11,11,1,83,465
185493,4/1/2019 20:12,100,1,62,466
192068,4/1/2019 20:14,51,1,97,467
178470,4/1/2019 20:15,46,1,37,468
183950,4/1/2019 20:16,10,2,30,469
193741,4/1/2019 20:17,17,1,51,470
192249,4/1/2019 20:22,13,1,17,471
191071,4/1/2019 20:22,93,2,33,472
185937,4/1/2019 20:25,38,1,27,473
188427,4/1/2019 20:26,84,1,89,474
177044,4/1/2019 20:31,76,1,92,475
182274,4/1/2019 20:32,18,1,5,476
184790,4/1/2019 20:34,95,1,17,477
248192,4/1/2019 20:35,13,1,90,478
248193,4/1/2019 20:35,69,1,46,479
248194,4/1/2019 20:35,19,1,67,480
189322,4/1/2019 20:36,5,2,60,481
181361,4/1/2019 20:37,78,1,21,482
190383,4/1/2019 20:37,91,1,18,483
248195,4/1/2019 20:38,73,1,68,484
248196,4/1/2019 20:38,46,1,61,485
191386,4/1/2019 20:38,22,1,10,486
192051,4/1/2019 20:39,79,1,84,487
192713,4/1/2019 20:45,33,1,72,488
184665,4/1/2019 20:45,24,1,9,489
178712,4/1/2019 20:48,63,1,35,490
189334,4/1/2019 20:50,58,1,32,491
183024,4/1/2019 20:51,72,1,18,492
187902,4/1/2019 20:52,42,1,1,493
187895,4/1/2019 20:54,33,3,73,494
176775,4/1/2019 20:56,100,2,24,495
186955,4/1/2019 20:58,27,1,45,496
190864,4/1/2019 20:59,92,1,95,497
190549,4/1/2019 21:00,78,1,32,498
185779,4/1/2019 21:02,6,1,15,499
248197,4/1/2019 21:03,32,1,48,500
178037,4/1/2019 21:03,29,3,23,501
248198,4/1/2019 21:03,54,1,70,502
192992,4/1/2019 21:06,71,1,76,503
185175,4/1/2019 21:07,25,1,20,504
187607,4/1/2019 21:07,42,1,55,505
181477,4/1/2019 21:07,65,1,86,506
189719,4/1/2019 21:07,69,1,63,507
183118,4/1/2019 21:08,17,1,84,508
190643,4/1/2019 21:08,17,1,77,509
178526,4/1/2019 21:10,71,1,14,510
183253,4/1/2019 21:10,59,2,44,511
187072,4/1/2019 21:13,71,1,51,512
179515,4/1/2019 21:13,5,1,19,513
183811,4/1/2019 21:15,59,1,34,514
190575,4/1/2019 21:17,20,1,8,515
248199,4/1/2019 21:17,85,1,75,516
248200,4/1/2019 21:17,47,1,2,517
178983,4/1/2019 21:17,47,1,100,518
177268,4/1/2019 21:21,33,2,5,519
248201,4/1/2019 21:23,38,1,40,520
248202,4/1/2019 21:23,32,1,28,521
178151,4/1/2019 21:28,18,1,73,522
188860,4/1/2019 21:30,59,1,97,523
188393,4/1/2019 21:34,21,2,6,524
188967,4/1/2019 21:36,31,1,65,525
190073,4/1/2019 21:38,35,1,70,526
181298,4/1/2019 21:39,20,1,58,527
176626,4/1/2019 21:40,10,1,29,528
180431,4/1/2019 21:40,84,1,29,529
193917,4/1/2019 21:41,99,1,7,530
178653,4/1/2019 21:41,26,1,85,531
192580,4/1/2019 21:43,95,2,96,532
176956,4/1/2019 21:43,11,1,58,533
182652,4/1/2019 21:44,68,2,11,534
191142,4/1/2019 21:44,93,1,14,535
190952,4/1/2019 21:45,74,1,62,536
189511,4/1/2019 21:47,82,2,94,537
187670,4/1/2019 21:50,95,1,91,538
187479,4/1/2019 21:51,34,1,81,539
189412,4/1/2019 21:52,45,1,59,540
179816,4/1/2019 21:52,53,1,22,541
189564,4/1/2019 21:55,17,1,91,542
185786,4/1/2019 21:58,9,1,41,543
190225,4/1/2019 21:58,37,1,94,544
188099,4/1/2019 22:03,47,1,66,545
178622,4/1/2019 22:05,5,1,14,546
248203,4/1/2019 22:07,99,1,60,547
248204,4/1/2019 22:07,15,1,94,548
188570,4/1/2019 22:08,73,1,95,549
179223,4/1/2019 22:09,21,1,32,550
184178,4/1/2019 22:12,50,1,67,551
190947,4/1/2019 22:15,48,1,8,552
178128,4/1/2019 22:21,52,1,46,553
189119,4/1/2019 22:22,61,1,36,554
179971,4/1/2019 22:27,20,1,12,555
248205,4/1/2019 22:28,58,1,21,556
248206,4/1/2019 22:28,53,1,82,557
181542,4/1/2019 22:30,87,1,23,558
248207,4/1/2019 22:34,49,1,78,559
248208,4/1/2019 22:34,82,1,41,560
179872,4/1/2019 22:35,90,1,55,561
193538,4/1/2019 22:40,15,1,3,562
178390,4/1/2019 22:49,99,1,44,563
191291,4/1/2019 22:57,82,1,26,564
182237,4/1/2019 22:57,7,1,97,565
184796,4/1/2019 22:58,43,1,78,566
187900,4/1/2019 23:00,43,1,57,567
176803,4/1/2019 23:00,38,1,80,568
185644,4/1/2019 23:07,57,1,26,569
176753,4/1/2019 23:07,26,1,27,570
188416,4/1/2019 23:10,72,1,84,571
177454,4/1/2019 23:13,56,1,49,572
178420,4/1/2019 23:13,96,1,86,573
186883,4/1/2019 23:17,94,1,25,574
177303,4/1/2019 23:19,34,1,7,575
185590,4/1/2019 23:20,79,1,49,576
185906,4/1/2019 23:23,83,1,6,577
180630,4/1/2019 23:29,76,1,37,578
192853,4/1/2019 23:30,44,2,68,579
183323,4/1/2019 23:32,98,2,11,580
184327,4/1/2019 23:33,59,2,79,581
179513,4/1/2019 23:41,60,1,21,582
181018,4/1/2019 23:41,3,2,15,583
188183,4/1/2019 23:46,30,1,5,584
187346,4/1/2019 23:52,39,1,86,585
183525,4/1/2019 23:55,58,1,9,586
187407,4/1/2019 23:59,85,1,24,587
248209,4/2/2019 0:00,87,1,60,1
248210,4/2/2019 0:00,75,1,54,2
248211,4/2/2019 0:00,92,1,63,3
248212,4/2/2019 0:00,77,1,98,4
187829,4/2/2019 0:04,54,1,47,5
177710,4/2/2019 0:05,40,1,1,6
184249,4/2/2019 0:05,77,1,58,7
192125,4/2/2019 0:13,54,1,13,8
179734,4/2/2019 0:16,14,2,21,9
192208,4/2/2019 0:19,26,1,59,10
180246,4/2/2019 0:23,100,2,19,11
183029,4/2/2019 0:23,52,1,20,12
183015,4/2/2019 0:25,53,1,20,13
179324,4/2/2019 0:25,64,1,43,14
183974,4/2/2019 0:31,59,1,78,15
179511,4/2/2019 0:31,61,1,69,16
182400,4/2/2019 0:37,35,1,1,17
190618,4/2/2019 0:37,6,1,59,18
186959,4/2/2019 0:38,100,2,4,19
180853,4/2/2019 0:41,86,1,65,20
178693,4/2/2019 0:45,76,1,26,21
182476,4/2/2019 0:52,75,1,99,22
191227,4/2/2019 0:53,94,1,93,23
190159,4/2/2019 0:58,28,1,29,24
183508,4/2/2019 1:14,25,1,11,25
186814,4/2/2019 1:28,16,1,2,26
187612,4/2/2019 1:31,70,1,18,27
187319,4/2/2019 1:34,80,1,13,28
180639,4/2/2019 1:53,8,1,70,29
189148,4/2/2019 2:22,64,1,70,30
190987,4/2/2019 2:54,101,1,75,31
187825,4/2/2019 3:00,68,2,67,32
187671,4/2/2019 3:04,25,1,86,33
190059,4/2/2019 3:07,92,1,55,34
176588,4/2/2019 4:00,10,1,79,35
192212,4/2/2019 4:15,70,1,79,36
187384,4/2/2019 4:28,37,2,35,37
181428,4/2/2019 4:34,45,1,64,38
182062,4/2/2019 4:54,29,1,89,39
180649,4/2/2019 4:56,78,1,50,40
193693,4/2/2019 5:33,16,1,78,41
180140,4/2/2019 5:55,54,3,96,42
187984,4/2/2019 6:00,44,1,22,43
248213,4/2/2019 6:06,29,3,15,44
248214,4/2/2019 6:06,89,1,7,45
